customer_id,rfm_score,segment
C100376,1.3333333333333333,churning
C100379,2.6666666666666665,at_risk
C100383,1.6666666666666667,churning
C100384,1.6666666666666667,churning
C100386,2.333333333333333,at_risk
C100398,2.333333333333333,at_risk
C100400,2.0,churning
C100401,3.333333333333333,loyal
C100402,2.0,churning
C100403,3.6666666666666665,loyal
C100404,2.0,churning
C100406,2.6666666666666665,at_risk
C100410,2.333333333333333,at_risk
C100415,1.3333333333333333,churning
C100416,2.0,churning
C100420,2.6666666666666665,at_risk
C100421,2.0,churning
C100427,3.0,at_risk
C100438,2.333333333333333,at_risk
C100439,1.6666666666666667,churning
C100440,2.0,churning
C100441,3.0,at_risk
C100444,3.0,at_risk
C100446,1.6666666666666667,churning
C100449,2.0,churning
C100451,2.6666666666666665,at_risk
C100454,2.6666666666666665,at_risk
C100455,3.333333333333333,loyal
C100459,2.333333333333333,at_risk
C100462,2.6666666666666665,at_risk
C100463,1.3333333333333333,churning
C100467,2.0,churning
C100471,3.0,at_risk
C100472,1.0,churning
C100473,2.333333333333333,at_risk
C100474,2.6666666666666665,at_risk
C100477,2.0,churning
C100478,2.333333333333333,at_risk
C100481,2.333333333333333,at_risk
C100484,2.6666666666666665,at_risk
C100488,1.6666666666666667,churning
C100490,3.333333333333333,loyal
C100493,1.3333333333333333,churning
C100494,2.333333333333333,at_risk
C100496,3.0,at_risk
C100507,3.0,at_risk
C100508,3.333333333333333,loyal
C100515,2.333333333333333,at_risk
C100519,2.0,churning
C100521,2.6666666666666665,at_risk
C100523,2.333333333333333,at_risk
C100525,2.6666666666666665,at_risk
C100529,1.6666666666666667,churning
C100535,1.6666666666666667,churning
C100539,1.6666666666666667,churning
C100540,1.6666666666666667,churning
C100544,2.6666666666666665,at_risk
C100545,3.6666666666666665,loyal
C100549,3.0,at_risk
C100551,3.0,at_risk
C100561,3.6666666666666665,loyal
C100563,2.333333333333333,at_risk
C100570,2.333333333333333,at_risk
C100572,3.0,at_risk
C100574,2.6666666666666665,at_risk
C100576,2.6666666666666665,at_risk
C100579,2.6666666666666665,at_risk
C100587,2.333333333333333,at_risk
C100599,2.6666666666666665,at_risk
C100605,1.6666666666666667,churning
C100606,3.0,at_risk
C100607,2.6666666666666665,at_risk
C100610,1.3333333333333333,churning
C100622,1.3333333333333333,churning
C100625,1.6666666666666667,churning
C100629,1.6666666666666667,churning
C100630,2.333333333333333,at_risk
C100636,2.0,churning
C100639,2.333333333333333,at_risk
C100640,2.6666666666666665,at_risk
C100642,2.0,churning
C100648,2.0,churning
C100651,2.333333333333333,at_risk
C100654,3.333333333333333,loyal
C100655,1.3333333333333333,churning
C100656,3.0,at_risk
C100657,1.3333333333333333,churning
C100661,2.6666666666666665,at_risk
C100663,1.6666666666666667,churning
C100666,1.3333333333333333,churning
C100671,2.6666666666666665,at_risk
C100672,3.333333333333333,loyal
C100676,2.333333333333333,at_risk
C100677,2.6666666666666665,at_risk
C100684,1.6666666666666667,churning
C100687,3.333333333333333,loyal
C100688,2.333333333333333,at_risk
C100690,2.333333333333333,at_risk
C100691,2.6666666666666665,at_risk
C100694,1.6666666666666667,churning
C100696,3.333333333333333,loyal
C100697,1.6666666666666667,churning
C100703,3.0,at_risk
C100705,2.6666666666666665,at_risk
C100706,3.0,at_risk
C100709,3.0,at_risk
C100710,2.0,churning
C100713,3.6666666666666665,loyal
C100718,2.6666666666666665,at_risk
C100720,3.333333333333333,loyal
C100722,2.0,churning
C100725,2.0,churning
C100728,2.0,churning
C100735,2.0,churning
C100736,2.6666666666666665,at_risk
C100743,2.333333333333333,at_risk
C100745,3.0,at_risk
C100746,2.333333333333333,at_risk
C100748,2.333333333333333,at_risk
C100753,2.0,churning
C100754,3.0,at_risk
C100758,2.6666666666666665,at_risk
C100760,3.333333333333333,loyal
C100764,3.0,at_risk
C100765,1.3333333333333333,churning
C100768,2.0,churning
C100772,2.0,churning
C100778,2.6666666666666665,at_risk
C100782,2.333333333333333,at_risk
C100783,2.0,churning
C100786,2.6666666666666665,at_risk
C100787,2.333333333333333,at_risk
C100794,1.0,churning
C100795,1.6666666666666667,churning
C100797,3.6666666666666665,loyal
C100799,2.333333333333333,at_risk
C100801,3.0,at_risk
C100804,2.333333333333333,at_risk
C100812,3.0,at_risk
C100816,2.0,churning
C100822,3.0,at_risk
C100828,2.6666666666666665,at_risk
C100833,2.6666666666666665,at_risk
C100840,2.6666666666666665,at_risk
C100841,2.6666666666666665,at_risk
C100843,3.0,at_risk
C100844,2.6666666666666665,at_risk
C100849,2.6666666666666665,at_risk
C100851,3.0,at_risk
C100852,2.6666666666666665,at_risk
C100854,1.6666666666666667,churning
C100857,3.333333333333333,loyal
C100867,3.0,at_risk
C100869,1.6666666666666667,churning
C100879,2.6666666666666665,at_risk
C100885,1.6666666666666667,churning
C100894,3.333333333333333,loyal
C100895,1.3333333333333333,churning
C100899,2.0,churning
C100900,1.6666666666666667,churning
C100901,3.0,at_risk
C100902,2.0,churning
C100910,3.333333333333333,loyal
C100911,2.333333333333333,at_risk
C100919,1.6666666666666667,churning
C100921,1.6666666666666667,churning
C100926,2.333333333333333,at_risk
C100931,2.333333333333333,at_risk
C100935,2.6666666666666665,at_risk
C100936,2.333333333333333,at_risk
C100940,2.6666666666666665,at_risk
C100941,2.6666666666666665,at_risk
C100944,2.333333333333333,at_risk
C100948,2.6666666666666665,at_risk
C100952,3.0,at_risk
C100955,2.6666666666666665,at_risk
C100960,1.3333333333333333,churning
C100962,1.6666666666666667,churning
C100966,3.0,at_risk
C100978,1.6666666666666667,churning
C100979,3.0,at_risk
C100980,2.333333333333333,at_risk
C100986,2.0,churning
C100987,1.3333333333333333,churning
C100994,1.6666666666666667,churning
C101001,2.6666666666666665,at_risk
C101002,2.0,churning
C101004,3.0,at_risk
C101010,2.333333333333333,at_risk
C101014,1.6666666666666667,churning
C101018,1.6666666666666667,churning
C101024,3.333333333333333,loyal
C101027,1.0,churning
C101034,2.333333333333333,at_risk
C101035,1.3333333333333333,churning
C101038,2.0,churning
C101041,2.6666666666666665,at_risk
C101045,2.0,churning
C101052,2.0,churning
C101054,2.0,churning
C101055,2.6666666666666665,at_risk
C101061,3.0,at_risk
C101064,3.0,at_risk
C101067,3.333333333333333,loyal
C101068,3.0,at_risk
C101069,2.333333333333333,at_risk
C101071,3.333333333333333,loyal
C101072,1.6666666666666667,churning
C101074,2.333333333333333,at_risk
C101078,2.0,churning
C101079,2.0,churning
C101080,3.333333333333333,loyal
C101082,1.3333333333333333,churning
C101084,2.0,churning
C101089,2.333333333333333,at_risk
C101095,2.0,churning
C101097,2.6666666666666665,at_risk
C101099,1.6666666666666667,churning
C101100,2.0,churning
C101108,2.0,churning
C101115,2.333333333333333,at_risk
C101116,3.333333333333333,loyal
C101117,2.0,churning
C101119,1.6666666666666667,churning
C101120,2.333333333333333,at_risk
C101125,3.0,at_risk
C101131,3.0,at_risk
C101132,2.333333333333333,at_risk
C101133,2.333333333333333,at_risk
C101134,3.6666666666666665,loyal
C101135,3.6666666666666665,loyal
C101136,2.0,churning
C101137,2.333333333333333,at_risk
C101138,3.0,at_risk
C101143,3.6666666666666665,loyal
C101154,2.6666666666666665,at_risk
C101173,2.333333333333333,at_risk
C101188,2.6666666666666665,at_risk
C101196,2.333333333333333,at_risk
C101204,2.6666666666666665,at_risk
C101205,3.333333333333333,loyal
C101206,1.3333333333333333,churning
C101208,2.333333333333333,at_risk
C101209,3.0,at_risk
C101210,2.333333333333333,at_risk
C101212,1.3333333333333333,churning
C101216,3.333333333333333,loyal
C101217,1.6666666666666667,churning
C101220,2.333333333333333,at_risk
C101221,3.0,at_risk
C101222,2.0,churning
C101225,3.333333333333333,loyal
C101227,3.333333333333333,loyal
C101229,2.6666666666666665,at_risk
C101235,2.333333333333333,at_risk
C101236,2.0,churning
C101238,2.333333333333333,at_risk
C101248,1.3333333333333333,churning
C101249,2.333333333333333,at_risk
C101250,2.6666666666666665,at_risk
C101251,1.3333333333333333,churning
C101253,3.6666666666666665,loyal
C101259,1.0,churning
C101261,2.6666666666666665,at_risk
C101271,1.6666666666666667,churning
C101278,3.333333333333333,loyal
C101285,1.6666666666666667,churning
C101287,2.0,churning
C101288,2.6666666666666665,at_risk
C101290,1.6666666666666667,churning
C101294,3.0,at_risk
C101295,1.0,churning
C101301,1.6666666666666667,churning
C101303,2.333333333333333,at_risk
C101307,3.0,at_risk
C101308,3.0,at_risk
C101314,2.0,churning
C101316,2.333333333333333,at_risk
C101318,3.0,at_risk
C101320,3.6666666666666665,loyal
C101327,3.333333333333333,loyal
C101329,1.6666666666666667,churning
C101337,3.333333333333333,loyal
C101343,1.0,churning
C101344,3.0,at_risk
C101347,1.0,churning
C101351,2.333333333333333,at_risk
C101356,2.6666666666666665,at_risk
C101359,3.333333333333333,loyal
C101362,2.333333333333333,at_risk
C101363,2.333333333333333,at_risk
C101364,3.333333333333333,loyal
C101365,1.6666666666666667,churning
C101367,2.333333333333333,at_risk
C101368,2.333333333333333,at_risk
C101370,1.6666666666666667,churning
C101375,2.333333333333333,at_risk
C101377,2.6666666666666665,at_risk
C101382,1.3333333333333333,churning
C101384,2.333333333333333,at_risk
C101386,2.333333333333333,at_risk
C101391,2.0,churning
C101393,3.333333333333333,loyal
C101397,2.333333333333333,at_risk
C101401,3.0,at_risk
C101404,2.0,churning
C101405,1.3333333333333333,churning
C101406,2.333333333333333,at_risk
C101407,3.0,at_risk
C101410,2.333333333333333,at_risk
C101411,2.0,churning
C101412,3.0,at_risk
C101413,3.333333333333333,loyal
C101414,3.0,at_risk
C101419,3.0,at_risk
C101420,2.6666666666666665,at_risk
C101422,3.0,at_risk
C101423,2.6666666666666665,at_risk
C101425,2.333333333333333,at_risk
C101427,3.6666666666666665,loyal
C101428,2.333333333333333,at_risk
C101429,3.0,at_risk
C101432,3.6666666666666665,loyal
C101433,1.0,churning
C101438,2.0,churning
C101451,3.333333333333333,loyal
C101452,2.333333333333333,at_risk
C101466,2.0,churning
C101471,1.6666666666666667,churning
C101472,1.3333333333333333,churning
C101475,1.6666666666666667,churning
C101478,2.0,churning
C101482,1.3333333333333333,churning
C101484,3.333333333333333,loyal
C101489,2.6666666666666665,at_risk
C101494,1.0,churning
C101503,3.0,at_risk
C101508,3.0,at_risk
C101509,2.0,churning
C101518,3.333333333333333,loyal
C101521,1.6666666666666667,churning
C101522,1.6666666666666667,churning
C101523,2.0,churning
C101525,1.3333333333333333,churning
C101526,1.3333333333333333,churning
C101527,1.0,churning
C101529,3.0,at_risk
C101531,1.6666666666666667,churning
C101537,2.6666666666666665,at_risk
C101541,2.6666666666666665,at_risk
C101543,2.0,churning
C101545,2.333333333333333,at_risk
C101546,2.0,churning
C101550,2.6666666666666665,at_risk
C101556,3.0,at_risk
C101558,2.6666666666666665,at_risk
C101559,1.3333333333333333,churning
C101560,2.0,churning
C101561,1.6666666666666667,churning
C101564,2.0,churning
C101566,2.6666666666666665,at_risk
C101568,1.0,churning
C101575,1.3333333333333333,churning
C101576,2.6666666666666665,at_risk
C101579,2.333333333333333,at_risk
C101580,1.3333333333333333,churning
C101584,3.333333333333333,loyal
C101594,1.3333333333333333,churning
C101595,3.0,at_risk
C101600,1.3333333333333333,churning
C101605,1.3333333333333333,churning
C101610,2.0,churning
C101612,1.6666666666666667,churning
C101618,3.0,at_risk
C101624,3.0,at_risk
C101629,1.3333333333333333,churning
C101633,2.333333333333333,at_risk
C101640,2.0,churning
C101643,3.0,at_risk
C101646,3.333333333333333,loyal
C101647,2.6666666666666665,at_risk
C101651,3.0,at_risk
C101652,1.6666666666666667,churning
C101654,1.6666666666666667,churning
C101655,2.0,churning
C101656,3.333333333333333,loyal
C101657,2.333333333333333,at_risk
C101662,3.333333333333333,loyal
C101663,2.0,churning
C101666,1.3333333333333333,churning
C101667,3.6666666666666665,loyal
C101669,1.6666666666666667,churning
C101672,1.0,churning
C101673,2.0,churning
C101689,3.333333333333333,loyal
C101690,1.3333333333333333,churning
C101691,2.333333333333333,at_risk
C101693,2.333333333333333,at_risk
C101694,1.6666666666666667,churning
C101695,2.6666666666666665,at_risk
C101697,3.333333333333333,loyal
C101709,2.333333333333333,at_risk
C101710,3.0,at_risk
C101711,1.3333333333333333,churning
C101716,2.333333333333333,at_risk
C101723,1.6666666666666667,churning
C101725,1.3333333333333333,churning
C101726,2.6666666666666665,at_risk
C101733,2.333333333333333,at_risk
C101737,2.0,churning
C101742,1.0,churning
C101743,1.3333333333333333,churning
C101744,2.0,churning
C101746,2.6666666666666665,at_risk
C101747,1.0,churning
C101751,2.333333333333333,at_risk
C101755,2.333333333333333,at_risk
C101756,2.333333333333333,at_risk
C101757,1.6666666666666667,churning
C101758,2.6666666666666665,at_risk
C101764,1.6666666666666667,churning
C101767,1.6666666666666667,churning
C101768,1.3333333333333333,churning
C101770,1.3333333333333333,churning
C101771,2.333333333333333,at_risk
C101773,2.333333333333333,at_risk
C101775,2.333333333333333,at_risk
C101776,1.3333333333333333,churning
C101779,1.3333333333333333,churning
C101781,2.0,churning
C101786,2.6666666666666665,at_risk
C101788,3.0,at_risk
C101790,1.6666666666666667,churning
C101791,3.333333333333333,loyal
C101793,2.0,churning
C101803,1.0,churning
C101806,2.0,churning
C101810,1.6666666666666667,churning
C101817,3.0,at_risk
C101818,3.333333333333333,loyal
C101820,3.6666666666666665,loyal
C101822,2.0,churning
C101824,1.6666666666666667,churning
C101833,1.0,churning
C101835,2.6666666666666665,at_risk
C101839,1.3333333333333333,churning
C101843,1.0,churning
C101845,1.6666666666666667,churning
C101852,2.0,churning
C101853,3.0,at_risk
C101855,2.6666666666666665,at_risk
C101856,2.333333333333333,at_risk
C101863,3.333333333333333,loyal
C101866,1.3333333333333333,churning
C101871,3.333333333333333,loyal
C101875,1.3333333333333333,churning
C101878,1.6666666666666667,churning
C101882,2.0,churning
C101883,2.333333333333333,at_risk
C101885,2.6666666666666665,at_risk
C101886,2.333333333333333,at_risk
C101893,2.333333333333333,at_risk
C101897,2.0,churning
C101898,2.0,churning
C101904,1.3333333333333333,churning
C101908,1.6666666666666667,churning
C101912,2.6666666666666665,at_risk
C101917,2.333333333333333,at_risk
C101919,2.0,churning
C101921,3.6666666666666665,loyal
C101924,2.333333333333333,at_risk
C101926,3.333333333333333,loyal
C101929,1.6666666666666667,churning
C101932,2.0,churning
C101939,1.6666666666666667,churning
C101941,2.6666666666666665,at_risk
C101946,2.0,churning
C101947,3.6666666666666665,loyal
C101949,2.6666666666666665,at_risk
C101953,2.6666666666666665,at_risk
C101956,1.0,churning
C101957,2.0,churning
C101958,2.0,churning
C101961,3.0,at_risk
C101965,2.6666666666666665,at_risk
C101967,3.0,at_risk
C101970,2.333333333333333,at_risk
C101989,1.6666666666666667,churning
C101991,2.333333333333333,at_risk
C101995,2.6666666666666665,at_risk
C101996,2.6666666666666665,at_risk
C102001,1.0,churning
C102005,1.6666666666666667,churning
C102006,1.3333333333333333,churning
C102007,3.0,at_risk
C102008,2.6666666666666665,at_risk
C102009,2.333333333333333,at_risk
C102010,2.6666666666666665,at_risk
C102015,2.6666666666666665,at_risk
C102021,3.0,at_risk
C102024,2.333333333333333,at_risk
C102029,1.0,churning
C102030,1.6666666666666667,churning
C102033,2.0,churning
C102037,1.0,churning
C102043,3.333333333333333,loyal
C102047,2.0,churning
C102058,2.333333333333333,at_risk
C102060,2.6666666666666665,at_risk
C102061,1.6666666666666667,churning
C102062,1.3333333333333333,churning
C102063,1.6666666666666667,churning
C102064,1.6666666666666667,churning
C102069,2.333333333333333,at_risk
C102084,3.333333333333333,loyal
C102085,1.6666666666666667,churning
C102097,1.6666666666666667,churning
C102098,2.333333333333333,at_risk
C102100,2.333333333333333,at_risk
C102101,1.6666666666666667,churning
C102102,2.6666666666666665,at_risk
C102103,3.333333333333333,loyal
C102104,3.0,at_risk
C102106,2.333333333333333,at_risk
C102108,1.0,churning
C102113,1.3333333333333333,churning
C102114,2.0,churning
C102117,3.0,at_risk
C102123,1.3333333333333333,churning
C102125,2.6666666666666665,at_risk
C102127,2.333333333333333,at_risk
C102130,1.6666666666666667,churning
C102131,2.0,churning
C102134,1.6666666666666667,churning
C102136,3.333333333333333,loyal
C102137,1.0,churning
C102138,1.6666666666666667,churning
C102139,1.6666666666666667,churning
C102146,2.0,churning
C102151,3.0,at_risk
C102154,1.0,churning
C102156,2.333333333333333,at_risk
C102158,2.6666666666666665,at_risk
C102159,2.333333333333333,at_risk
C102162,2.0,churning
C102163,1.6666666666666667,churning
C102164,2.6666666666666665,at_risk
C102168,3.6666666666666665,loyal
C102174,2.6666666666666665,at_risk
C102175,2.0,churning
C102176,2.6666666666666665,at_risk
C102179,2.0,churning
C102182,3.0,at_risk
C102193,3.0,at_risk
C102200,2.0,churning
C102203,2.6666666666666665,at_risk
C102204,2.6666666666666665,at_risk
C102212,2.6666666666666665,at_risk
C102213,2.6666666666666665,at_risk
C102217,1.3333333333333333,churning
C102224,2.333333333333333,at_risk
C102226,2.333333333333333,at_risk
C102229,2.6666666666666665,at_risk
C102230,2.333333333333333,at_risk
C102234,2.0,churning
C102238,2.6666666666666665,at_risk
C102246,2.333333333333333,at_risk
C102247,3.333333333333333,loyal
C102249,2.333333333333333,at_risk
C102250,2.0,churning
C102255,3.333333333333333,loyal
C102259,2.0,churning
C102263,1.6666666666666667,churning
C102265,2.6666666666666665,at_risk
C102266,2.333333333333333,at_risk
C102271,2.0,churning
C102272,2.0,churning
C102275,2.0,churning
C102277,1.0,churning
C102280,2.0,churning
C102282,2.6666666666666665,at_risk
C102283,1.6666666666666667,churning
C102285,1.6666666666666667,churning
C102286,2.333333333333333,at_risk
C102287,2.6666666666666665,at_risk
C102289,2.0,churning
C102293,2.333333333333333,at_risk
C102294,2.333333333333333,at_risk
C102297,3.333333333333333,loyal
C102300,2.333333333333333,at_risk
C102301,2.333333333333333,at_risk
C102302,2.6666666666666665,at_risk
C102303,1.6666666666666667,churning
C102305,1.0,churning
C102312,3.333333333333333,loyal
C102313,1.6666666666666667,churning
C102318,2.0,churning
C102319,2.333333333333333,at_risk
C102324,1.6666666666666667,churning
C102327,2.0,churning
C102328,1.6666666666666667,churning
C102332,2.6666666666666665,at_risk
C102341,2.333333333333333,at_risk
C102342,3.333333333333333,loyal
C102344,2.6666666666666665,at_risk
C102346,2.6666666666666665,at_risk
C102353,3.0,at_risk
C102354,3.0,at_risk
C102355,3.0,at_risk
C102357,2.333333333333333,at_risk
C102358,1.0,churning
C102359,2.6666666666666665,at_risk
C102366,3.333333333333333,loyal
C102369,2.0,churning
C102371,2.6666666666666665,at_risk
C102372,2.333333333333333,at_risk
C102375,1.6666666666666667,churning
C102381,2.0,churning
C102383,2.333333333333333,at_risk
C102398,2.0,churning
C102403,2.333333333333333,at_risk
C102404,1.3333333333333333,churning
C102405,3.333333333333333,loyal
C102406,2.333333333333333,at_risk
C102408,3.333333333333333,loyal
C102409,2.0,churning
C102410,2.0,churning
C102416,3.0,at_risk
C102420,1.6666666666666667,churning
C102425,2.6666666666666665,at_risk
C102426,3.0,at_risk
C102429,2.0,churning
C102433,1.6666666666666667,churning
C102441,2.6666666666666665,at_risk
C102447,3.0,at_risk
C102449,2.0,churning
C102454,2.6666666666666665,at_risk
C102455,2.0,churning
C102456,1.3333333333333333,churning
C102459,3.6666666666666665,loyal
C102460,3.333333333333333,loyal
C102461,3.333333333333333,loyal
C102467,2.0,churning
C102468,2.6666666666666665,at_risk
C102474,3.0,at_risk
C102477,3.0,at_risk
C102478,2.333333333333333,at_risk
C102488,2.6666666666666665,at_risk
C102489,1.0,churning
C102492,2.6666666666666665,at_risk
C102495,2.333333333333333,at_risk
C102500,2.6666666666666665,at_risk
C102503,3.6666666666666665,loyal
C102506,2.333333333333333,at_risk
C102508,3.0,at_risk
C102510,1.3333333333333333,churning
C102511,2.0,churning
C102513,2.6666666666666665,at_risk
C102515,3.0,at_risk
C102522,3.0,at_risk
C102524,1.0,churning
C102527,2.333333333333333,at_risk
C102529,1.3333333333333333,churning
C102531,1.6666666666666667,churning
C102535,2.0,churning
C102540,2.333333333333333,at_risk
C102542,2.0,churning
C102543,3.333333333333333,loyal
C102544,2.333333333333333,at_risk
C102547,3.333333333333333,loyal
C102548,2.0,churning
C102550,2.6666666666666665,at_risk
C102554,1.3333333333333333,churning
C102558,1.6666666666666667,churning
C102559,2.0,churning
C102560,2.0,churning
C102565,1.3333333333333333,churning
C102566,2.0,churning
C102567,1.3333333333333333,churning
C102571,2.6666666666666665,at_risk
C102575,2.6666666666666665,at_risk
C102584,1.0,churning
C102585,2.0,churning
C102587,2.6666666666666665,at_risk
C102588,1.0,churning
C102590,3.0,at_risk
C102592,3.0,at_risk
C102596,2.333333333333333,at_risk
C102597,3.0,at_risk
C102599,3.0,at_risk
C102600,2.333333333333333,at_risk
C102604,1.3333333333333333,churning
C102606,1.6666666666666667,churning
C102607,2.333333333333333,at_risk
C102615,2.0,churning
C102619,2.0,churning
C102621,2.0,churning
C102623,3.0,at_risk
C102625,2.0,churning
C102634,2.333333333333333,at_risk
C102638,2.6666666666666665,at_risk
C102641,1.6666666666666667,churning
C102642,1.3333333333333333,churning
C102646,1.6666666666666667,churning
C102647,2.6666666666666665,at_risk
C102650,2.0,churning
C102652,1.3333333333333333,churning
C102656,2.0,churning
C102664,1.6666666666666667,churning
C102665,3.0,at_risk
C102667,2.333333333333333,at_risk
C102669,3.6666666666666665,loyal
C102672,2.333333333333333,at_risk
C102678,2.6666666666666665,at_risk
C102679,3.0,at_risk
C102683,3.333333333333333,loyal
C102684,1.6666666666666667,churning
C102685,1.3333333333333333,churning
C102688,3.333333333333333,loyal
C102690,2.333333333333333,at_risk
C102692,2.0,churning
C102693,2.6666666666666665,at_risk
C102696,2.333333333333333,at_risk
C102697,2.0,churning
C102707,2.0,churning
C102708,2.333333333333333,at_risk
C102709,2.333333333333333,at_risk
C102710,2.6666666666666665,at_risk
C102713,2.6666666666666665,at_risk
C102715,2.6666666666666665,at_risk
C102717,2.0,churning
C102718,1.3333333333333333,churning
C102719,1.3333333333333333,churning
C102732,1.6666666666666667,churning
C102733,2.0,churning
C102734,2.0,churning
C102746,2.333333333333333,at_risk
C102753,3.0,at_risk
C102760,2.0,churning
C102761,2.6666666666666665,at_risk
C102764,2.6666666666666665,at_risk
C102765,2.6666666666666665,at_risk
C102767,2.0,churning
C102773,3.333333333333333,loyal
C102774,2.0,churning
C102775,2.6666666666666665,at_risk
C102776,2.333333333333333,at_risk
C102777,3.0,at_risk
C102778,3.0,at_risk
C102780,2.6666666666666665,at_risk
C102783,2.0,churning
C102785,2.6666666666666665,at_risk
C102787,1.0,churning
C102793,2.6666666666666665,at_risk
C102798,3.333333333333333,loyal
C102799,2.6666666666666665,at_risk
C102803,2.333333333333333,at_risk
C102809,1.0,churning
C102812,2.0,churning
C102817,2.333333333333333,at_risk
C102827,2.6666666666666665,at_risk
C102829,2.333333333333333,at_risk
C102832,3.0,at_risk
C102837,1.6666666666666667,churning
C102839,2.0,churning
C102843,2.6666666666666665,at_risk
C102846,1.6666666666666667,churning
C102849,1.3333333333333333,churning
C102854,2.333333333333333,at_risk
C102860,3.333333333333333,loyal
C102865,2.0,churning
C102866,1.6666666666666667,churning
C102868,2.333333333333333,at_risk
C102869,2.333333333333333,at_risk
C102871,2.6666666666666665,at_risk
C102872,1.6666666666666667,churning
C102873,3.0,at_risk
C102875,2.6666666666666665,at_risk
C102876,2.333333333333333,at_risk
C102878,2.333333333333333,at_risk
C102884,3.0,at_risk
C102885,1.6666666666666667,churning
C102891,2.333333333333333,at_risk
C102893,1.3333333333333333,churning
C102905,2.333333333333333,at_risk
C102908,2.333333333333333,at_risk
C102909,1.3333333333333333,churning
C102913,2.333333333333333,at_risk
C102920,1.3333333333333333,churning
C102921,2.0,churning
C102922,2.6666666666666665,at_risk
C102923,3.0,at_risk
C102926,1.6666666666666667,churning
C102927,2.0,churning
C102931,3.333333333333333,loyal
C102933,2.333333333333333,at_risk
C102935,2.333333333333333,at_risk
C102940,2.333333333333333,at_risk
C102942,2.6666666666666665,at_risk
C102947,2.0,churning
C102948,2.0,churning
C102952,2.6666666666666665,at_risk
C102956,2.333333333333333,at_risk
C102957,2.333333333333333,at_risk
C102966,1.3333333333333333,churning
C102967,2.333333333333333,at_risk
C102970,1.0,churning
C102978,2.0,churning
C102986,2.6666666666666665,at_risk
C102989,2.0,churning
C102990,1.6666666666666667,churning
C102995,2.333333333333333,at_risk
C102996,1.6666666666666667,churning
